"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) DDA_300Smeg_D_2","Coverage(%) DDA_300Smeg_D_1","Coverage(%) DDA_300Smeg_D_3","#Peptides","Area DDA_300Smeg_D_2","Area DDA_300Smeg_D_1","Area DDA_300Smeg_D_3","#Unique","#Spec DDA_300Smeg_D_2","#Spec DDA_300Smeg_D_1","#Spec DDA_300Smeg_D_3","PTM","Average Mass","Description"
1214,true,"A0QNL3|A0QNL3_MYCS2",216.51357,10.73,8.79,10.73,10.73,6,8253.398,181646.27,158628.06,6,11.0,10.0,12.0,"Oxidation (M)",67396.44,"PTS system, Fru family protein, IIABC components OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0085 PE=4 SV=1"
905,false,"A0A2U9PHQ8|A0A2U9PHQ8_MYCSE",241.82233,26.06,18.48,23.94,19.70,7,5488.3286,12118.197,3053.5806,7,10.0,7.0,10.0,"",34987.33,"p40 protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_002730 PE=4 SV=1"
1708,false,"A0A2U9Q0R4|A0A2U9Q0R4_MYCSE",160.10474,15.14,15.14,15.14,15.14,3,6376.5693,4701.366,6235.0825,3,5.0,5.0,5.0,"Oxidation (M)",26071.695,"EvbL OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_065910 PE=4 SV=1"
1283,false,"A0A2U9PK39|A0A2U9PK39_MYCSE",189.37634,15.36,10.42,10.42,15.36,5,5238.249,4127.0425,5069.112,4,5.0,6.0,7.0,"Carbamidomethylation; Oxidation (M)",57029.938,"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=menD PE=3 SV=1"
2165,true,"A0A8B4R169|A0A8B4R169_MYCSM",112.38374,5.21,5.21,5.21,5.21,2,1961.8387,1861.5681,,2,2.0,3.0,2.0,"Oxidation (M)",44618.86,"Major facilitator superfamily MFS_1 OS=Mycolicibacterium smegmatis OX=1772 GN=garP_2 PE=4 SV=1"
1254,true,"A0A2U9PW22|A0A2U9PW22_MYCSE",346.9806,46.73,46.73,46.73,46.73,6,224289.2,259614.02,230161.56,6,51.0,63.0,65.0,"Carbamidomethylation",11640.869,"Ferredoxin OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_050130 PE=4 SV=1"
1538,true,"A0QVH8|RIP1_MYCS2",177.49684,15.76,15.76,10.59,15.76,5,2298.6309,2325.8516,2782.6768,5,7.0,7.0,9.0,"Oxidation (M)",42910.258,"Zinc metalloprotease Rip1 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rip1 PE=3 SV=1"
1416,true,"A0A2U9PNJ1|A0A2U9PNJ1_MYCSE",126.37375,15.50,15.50,8.79,5.43,5,2783.5366,,,5,5.0,4.0,4.0,"Oxidation (M); Carbamidomethylation",41400.996,"SAM-dependent methyltransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_023060 PE=4 SV=1"
580,true,"I7G9A9|I7G9A9_MYCS2",337.0998,22.80,19.00,14.81,12.84,13,8884.7,2398.5254,5862.2295,13,15.0,12.0,13.0,"Oxidation (M)",83302.66,"Biotin sulfoxide reductase bisC (Molybdopterin oxidoreductase) OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=bisC PE=4 SV=1"
2203,true,"A0A8B4R9A2|A0A8B4R9A2_MYCSM",92.53113,7.30,0.00,0.00,7.30,2,,,,2,,,2.0,"",41984.457,"Acyl-CoA dehydrogenase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_06652 PE=3 SV=1"
1538,true,"A0A2U9PP56|A0A2U9PP56_MYCSE",177.49684,15.76,15.76,10.59,15.76,5,2298.6309,2325.8516,2782.6768,5,7.0,7.0,9.0,"Oxidation (M)",42910.258,"Zinc metalloprotease Rip1 OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_025350 PE=3 SV=1"
1417,true,"A0A2U9PXN9|A0A2U9PXN9_MYCSE",222.31308,20.78,16.87,20.78,17.47,5,14624.797,6353.429,12910.711,5,7.0,10.0,8.0,"",35868.68,"Zinc-type alcohol dehydrogenase-like protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_050550 PE=3 SV=1"
2139,true,"A0A653F8R7|A0A653F8R7_MYCSM",137.18736,9.56,9.56,0.00,9.56,2,,,,2,1.0,,2.0,"",31235.684,"Transmembrane protein OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_00404 PE=4 SV=1"
2382,true,"A0A2U9PI34|A0A2U9PI34_MYCSE",87.490616,2.10,2.10,1.10,0.00,2,1081.6804,330.87122,,2,2.0,4.0,,"",106394.805,"MmpL protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_003960 PE=4 SV=1"
78,true,"I7FMS9|I7FMS9_MYCS2",535.50507,34.56,34.56,34.56,33.88,32,451919.4,391995.8,363528.53,32,123.0,130.0,127.0,"Oxidation (M); Carbamidomethylation",79444.68,"Malate synthase G OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=glcB PE=3 SV=1"
2691,true,"A0A2U9PIX6|A0A2U9PIX6_MYCSE",109.74287,10.98,10.98,0.00,10.98,1,324.5644,,179.50253,1,2.0,,1.0,"Oxidation (M)",17827.467,"Uncharacterized protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_007060 PE=4 SV=1"
2190,true,"A0A8B4R1J7|A0A8B4R1J7_MYCSM",82.74045,6.98,6.98,3.88,3.88,2,18445.932,14181.715,16915.08,2,3.0,3.0,4.0,"Oxidation (M)",28180.312,"ATP synthase subunit a OS=Mycolicibacterium smegmatis OX=1772 GN=atpB PE=3 SV=1"
192,true,"I7G001|I7G001_MYCS2",462.0906,60.15,52.49,55.56,59.00,24,73132.164,80045.07,73768.766,24,49.0,56.0,58.0,"Oxidation (M)",54765.316,"Signal recognition particle protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ffh PE=3 SV=1"
1195,true,"A0A653FCW2|A0A653FCW2_MYCSM",311.33286,31.30,28.26,31.30,31.30,7,5612.6143,4741.902,3753.5222,7,11.0,11.0,8.0,"Oxidation (M)",24195.238,"5'-nucleotidase OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_01217 PE=4 SV=1"
1321,true,"I7G2Z6|I7G2Z6_MYCS2",232.62416,16.93,0.00,10.86,16.93,6,,,453.273,2,,7.0,10.0,"Oxidation (M)",66276.77,"Alpha/beta hydrolase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_0358 PE=4 SV=1"
445,true,"A0R466|A0R466_MYCS2",461.92047,54.34,52.11,52.11,52.11,14,92950.35,82669.71,97239.79,14,42.0,44.0,42.0,"Carbamidomethylation; Oxidation (M)",42022.76,"Acetyl-CoA acetyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5721 PE=3 SV=1"
602,false,"A0A2U9PLF2|A0A2U9PLF2_MYCSE",298.73233,38.10,38.10,35.37,38.10,7,62982.297,62197.32,58271.3,6,35.0,32.0,33.0,"Oxidation (M)",15573.137,"50S ribosomal protein L15 OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=rplO PE=3 SV=1"
648,false,"A0A2U9PSJ0|A0A2U9PSJ0_MYCSE",350.36554,42.78,32.35,34.22,22.99,11,17155.707,16964.9,16665.178,11,16.0,15.0,12.0,"Carbamidomethylation; Oxidation (M)",41106.16,"Phenylalanine--tRNA ligase alpha subunit OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=pheS PE=3 SV=1"
2142,true,"A0A8B4R9T2|A0A8B4R9T2_MYCSM",127.69774,8.56,8.56,0.00,4.53,2,699.7107,,,2,3.0,,1.0,"Oxidation (M)",43642.8,"Acyl-CoA dehydrogenase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_06649 PE=3 SV=1"
1667,true,"A0A2U9PIB2|A0A2U9PIB2_MYCSE",234.16515,15.29,15.29,15.29,15.29,4,17645.033,17757.57,17513.555,4,11.0,14.0,11.0,"Carbamidomethylation",26511.725,"Mycothiol-dependent maleylpyruvate isomerase metal-binding domain-containing protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_004240 PE=4 SV=1"
660,true,"A0A8B4QQ79|A0A8B4QQ79_MYCSM",331.88998,20.95,13.67,13.79,17.62,12,7037.7666,5914.534,5733.399,7,16.0,14.0,17.0,"Oxidation (M)",86622.53,"ATP-dependent DNA helicase OS=Mycolicibacterium smegmatis OX=1772 GN=pcrA_4 PE=3 SV=1"
1627,true,"A0A2U9PJS2|A0A2U9PJS2_MYCSE",204.4794,15.00,15.00,11.67,15.00,4,11453.526,9734.815,8890.135,4,7.0,7.0,5.0,"",38517.207,"Transmembrane protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_010000 PE=4 SV=1"
665,false,"A0A2U9PNU6|A0A2U9PNU6_MYCSE",341.0089,58.33,54.49,58.33,54.49,10,123403.39,121040.164,121635.336,10,37.0,39.0,44.0,"",16758.158,"30S ribosomal protein S16 OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=rpsP PE=3 SV=1"
407,true,"I7GDS2|I7GDS2_MYCS2",459.29974,60.36,56.43,56.43,51.43,14,140945.73,129260.72,140295.84,14,43.0,43.0,40.0,"Carbamidomethylation; Oxidation (M)",30069.059,"UspA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_5107 PE=3 SV=1"
2601,true,"A0A653FHK8|A0A653FHK8_MYCSM",152.5975,3.56,3.56,3.56,3.56,1,3995.1567,3809.273,684.3113,1,5.0,6.0,2.0,"",65982.48,"Choline/carnitine/betaine transporter OS=Mycolicibacterium smegmatis OX=1772 GN=betP PE=3 SV=1"
1038,true,"A0QVM8|RBFA_MYCS2",187.07224,55.77,33.97,41.03,38.46,8,4935.9985,5120.4917,4786.259,5,8.0,10.0,8.0,"Oxidation (M)",16594.438,"Ribosome-binding factor A OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rbfA PE=3 SV=1"
1242,false,"P0A507|BIOB_MYCBO",101.035805,11.75,11.75,2.58,2.87,3,1063.4529,2698.1306,,3,5.0,1.0,1.0,"Carbamidomethylation",37549.89,"Biotin synthase OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=bioB PE=3 SV=1"
598,false,"L0ILX1|L0ILX1_9MYCO",78.687004,1.94,1.94,0.00,1.94,1,,,,1,1.0,,1.0,"",57165.97,"Phosphoenolpyruvate-protein phosphotransferase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_00041 PE=3 SV=1"
2093,true,"A0A2U9PRP9|A0A2U9PRP9_MYCSE",98.886795,10.07,4.85,5.22,5.22,2,,,,2,1.0,1.0,1.0,"",29426.148,"Cyclohexadienyl dehydratase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_034420 PE=4 SV=1"
424,true,"A0A2U9PTS3|A0A2U9PTS3_MYCSE",434.77255,55.43,55.43,51.09,55.43,15,97848.03,116426.78,121317.25,15,46.0,44.0,46.0,"Carbamidomethylation; Oxidation (M)",39783.887,"Branched-chain-amino-acid aminotransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_041920 PE=3 SV=1"
2011,true,"A0A2U9PSZ6|A0A2U9PSZ6_MYCSE",171.52489,15.42,13.55,15.42,15.42,3,566.8143,926.09467,1001.2406,3,3.0,3.0,4.0,"Oxidation (M)",24032.424,"Transcriptional regulator, GntR family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_039660 PE=4 SV=1"
760,false,"A0A2U9PVK4|A0A2U9PVK4_MYCSE",269.14877,18.54,15.23,16.34,15.01,8,8568.461,4990.8184,7950.34,8,11.0,7.0,11.0,"Oxidation (M)",48477.598,"CalR5 protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_043320 PE=3 SV=1"
1767,true,"A0A2U9PPE4|A0A2U9PPE4_MYCSE",229.54286,18.69,18.69,18.69,8.41,4,10276.963,5657.1475,3891.689,4,8.0,10.0,7.0,"Carbamidomethylation; Oxidation (M)",37440.47,"Metallophosphoesterase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_026260 PE=4 SV=1"
235,true,"A0QX35|A0QX35_MYCS2",428.82892,40.29,39.00,38.20,40.29,21,57001.09,62138.086,58642.594,21,44.0,43.0,42.0,"Oxidation (M)",64865.816,"methylmalonyl-CoA mutase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mutA PE=3 SV=1"
585,false,"I7FZ54|I7FZ54_MYCS2",353.86536,36.92,31.03,31.03,17.18,12,8467.623,22901.715,12814.25,12,20.0,18.0,22.0,"Oxidation (M); Carbamidomethylation",42290.395,"UBA/THIF-type NAD/FAD binding fold protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=moeB1 PE=4 SV=1"
399,true,"A0A8B4QGH9|A0A8B4QGH9_MYCSM",403.02625,77.01,77.01,77.01,77.01,13,515221.38,595629.25,484465.1,13,108.0,126.0,114.0,"Oxidation (M)",21122.31,"50S ribosomal protein L5 OS=Mycolicibacterium smegmatis OX=1772 GN=rplE PE=3 SV=1"
1468,true,"I7G644|I7G644_MYCS2",156.79617,8.99,8.99,0.00,5.82,5,924.1759,,871.22815,5,9.0,,4.0,"Oxidation (M)",79762.94,"Carbamoyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2216 PE=3 SV=1"
1076,true,"A0A2U9PZ09|A0A2U9PZ09_MYCSE",240.08891,22.08,19.48,18.70,18.70,7,2301.0142,1191.3145,2227.806,7,8.0,10.0,7.0,"Oxidation (M)",41782.406,"Rv3651-like N-terminal domain-containing protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_060380 PE=4 SV=1"
2693,true,"A0A2U9PMK9|A0A2U9PMK9_MYCSE",59.15945,8.57,8.57,8.57,0.00,1,26430.37,7576.5254,,1,1.0,2.0,,"Oxidation (M)",11556.986,"Stress responsive A/B Barrel Domain superfamily protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_019910 PE=4 SV=1"
81,false,"L0IS98|L0IS98_9MYCO",422.24344,27.57,23.83,23.13,26.64,25,18840.035,16549.018,18024.416,20,45.0,42.0,45.0,"Oxidation (M)",93017.695,"Chaperone protein ClpB OS=Mycobacterium sp. JS623 OX=212767 GN=clpB PE=3 SV=1"
1981,true,"A0A8B4QJR0|A0A8B4QJR0_MYCSM",205.68285,52.88,52.88,25.00,52.88,3,8083.024,6006.295,7740.779,3,8.0,7.0,7.0,"Carbamidomethylation",11053.262,"Acetyltransferase-like protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_01717 PE=4 SV=1"
161,true,"I7GDV2|I7GDV2_MYCS2",468.9528,67.55,61.30,67.07,61.78,25,94538.28,87352.86,93643.234,25,58.0,65.0,60.0,"Oxidation (M); Carbamidomethylation",43633.17,"Saccharopine dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4515 PE=3 SV=1"
2759,true,"A0A8B4QPF6|A0A8B4QPF6_MYCSM",52.41769,5.59,0.00,5.59,0.00,1,,,,1,,1.0,,"",20619.16,"Nuclear transport factor 2 family protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_03113 PE=4 SV=1"
1967,true,"I7GDW7|I7GDW7_MYCS2",94.4669,5.86,2.47,3.39,1.39,3,111.25313,1999.9852,1527.0734,3,1.0,3.0,2.0,"Oxidation (M)",69225.875,"acetolactate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4545 PE=3 SV=1"
2221,true,"A0QPL1|A0QPL1_MYCS2",153.7633,16.67,0.00,16.67,0.00,2,,179.6878,,2,,3.0,,"Oxidation (M)",22635.86,"Allophanate hydrolase subunit 1 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0436 PE=1 SV=1"
2910,true,"A0A653FPQ2|A0A653FPQ2_MYCSM",36.6944,4.92,0.00,4.92,0.00,1,,,,1,,1.0,,"Oxidation (M)",62162.98,"Gamma-glutamyltranspeptidase OS=Mycolicibacterium smegmatis OX=1772 GN=ggt_2 PE=4 SV=1"
1304,false,"A0A2U9PQA9|A0A2U9PQA9_MYCSE",222.4966,20.88,20.88,20.88,17.85,5,2450.0908,3998.5557,1736.1775,5,5.0,6.0,5.0,"Carbamidomethylation",31376.629,"Metallopeptidase, zinc binding OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_029670 PE=4 SV=1"
1157,false,"A0A2U9PH83|A0A2U9PH83_MYCSE",266.2351,28.66,28.66,28.66,28.66,6,12714.679,10211.368,14144.055,6,9.0,14.0,17.0,"Oxidation (M)",32707.596,"Oxidoreductase, zinc-binding dehydrogenase family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_001020 PE=4 SV=1"
2585,true,"A0A2U9PNM9|A0A2U9PNM9_MYCSE",93.157684,5.95,5.95,0.00,5.95,1,4582.367,,5851.5215,1,2.0,,1.0,"",38419.562,"Aminoglycoside phosphotransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_022640 PE=4 SV=1"
715,true,"Q2M5K3|Q2M5K3_MYCS2",308.8915,30.05,16.34,26.01,26.19,11,97877.766,25869.588,103252.9,11,16.0,15.0,14.0,"Oxidation (M)",61162.117,"Acyl-CoA synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=fadD28 PE=4 SV=1"
2188,true,"A0A2U9PUW5|A0A2U9PUW5_MYCSE",72.48038,6.38,2.43,6.38,2.43,2,2544.8667,1959.2803,2037.8413,2,2.0,3.0,1.0,"Oxidation (M)",36100.527,"PAC2 family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_040990 PE=4 SV=1"
1835,true,"A0A2U9PKR5|A0A2U9PKR5_MYCSE",139.05104,7.22,1.81,5.23,7.22,3,,1016.07446,751.58057,3,1.0,2.0,3.0,"",59521.055,"RecBCD enzyme subunit RecD OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=recD PE=3 SV=1"
1281,false,"P9WFK7|EIS_MYCTU",55.42266,2.74,2.74,2.74,2.74,1,,2557.092,361.78952,1,1.0,1.0,1.0,"Oxidation (M)",43803.883,"N-acetyltransferase Eis OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=eis PE=1 SV=2"
1435,true,"I7GBD4|I7GBD4_MYCS2",198.72488,25.71,15.36,19.64,25.71,5,8126.1396,248.32198,7704.3896,5,4.0,6.0,8.0,"Oxidation (M)",31454.395,"O-methyltransferase Omt OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=omt PE=4 SV=1"
1176,true,"A0QWG6|PIMA_MYCS2",226.32584,22.80,12.95,4.40,19.69,7,2911.527,363.7407,2074.9048,7,5.0,1.0,7.0,"Oxidation (M)",41220.016,"Phosphatidyl-myo-inositol mannosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pimA PE=1 SV=1"
166,true,"A0A8B4R1F9|A0A8B4R1F9_MYCSM",465.9243,34.60,28.35,28.05,29.48,25,83400.37,32489.281,76113.164,25,40.0,38.0,41.0,"Carbamidomethylation; Oxidation (M)",104598.95,"Aminotransferase class-III OS=Mycolicibacterium smegmatis OX=1772 GN=dgdA_2 PE=4 SV=1"
658,true,"A0R7F6|RL9_MYCS2",427.72852,68.87,68.87,68.87,68.87,12,116602.2,117244.22,121932.19,12,41.0,41.0,47.0,"",15923.238,"50S ribosomal protein L9 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rplI PE=1 SV=1"
489,true,"I7FAV0|I7FAV0_MYCS2",366.00314,50.13,42.08,42.08,43.64,14,26773.457,28760.178,27445.217,14,25.0,25.0,22.0,"Oxidation (M)",40850.184,"Tetratricopeptide TPR_4 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2210 PE=4 SV=1"
1367,true,"I7FMV5|I7FMV5_MYCS2",164.83723,21.91,2.03,18.66,8.92,6,871.8714,2531.5293,1809.3177,6,1.0,5.0,3.0,"Oxidation (M)",51782.24,"non-specific serine/threonine protein kinase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pknF PE=4 SV=1"
2317,true,"I7FNG4|I7FNG4_MYCS2",124.84335,7.50,2.50,2.50,7.50,2,,,281.3032,1,2.0,3.0,3.0,"Oxidation (M)",41558.234,"Acyl-CoA:diacylglycerol acyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6404 PE=3 SV=1"
763,false,"L0IZU5|L0IZU5_9MYCO",127.74599,6.60,3.17,6.60,3.17,2,672.2251,530.1544,724.13336,2,2.0,3.0,1.0,"Oxidation (M)",41122.832,"Ribosomal RNA small subunit methyltransferase H OS=Mycobacterium sp. JS623 OX=212767 GN=rsmH PE=3 SV=1"
219,true,"A0R2V6|A0R2V6_MYCS2",496.5024,66.55,61.82,64.00,61.82,19,427227.84,455613.28,414540.25,19,104.0,105.0,104.0,"Oxidation (M); Carbamidomethylation",31022.074,"Acyl-[ACP] desaturase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5248 PE=3 SV=1"
2707,true,"A0R7J2|A0R7J2_MYCS2",64.31487,5.60,0.00,5.60,0.00,1,,,,1,,2.0,,"",26910.828,"Acetyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_6936 PE=4 SV=1"
2712,true,"I7GFV8|I7GFV8_MYCS2",158.7809,5.48,0.00,5.48,5.48,1,,290.94162,1278.7804,1,,3.0,2.0,"",39982.676,"Putative solute binding protein of ABC transporter system OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6350 PE=4 SV=1"
500,true,"A0QTU7|MIMR_MYCS2",363.3541,29.33,23.16,21.27,20.75,14,5873.4355,3069.1213,9869.52,14,13.0,17.0,17.0,"Carbamidomethylation; Oxidation (M)",64129.66,"Propane 2-monooxygenase operon transcriptional activator MimR OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mimR PE=4 SV=1"
702,true,"I7FIR4|I7FIR4_MYCS2",291.9876,47.92,40.38,36.98,33.96,11,9676.299,12013.4,9113.816,11,13.0,15.0,12.0,"Oxidation (M)",28812.703,"Hydrogenase maturation protease OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2208 PE=3 SV=1"
1204,true,"A0QTI1|A0QTI1_MYCS2",255.2383,29.70,17.88,26.06,29.70,7,7971.254,7320.1743,13305.925,7,10.0,8.0,12.0,"Carbamidomethylation",33955.543,"Selenide, water dikinase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=selD PE=3 SV=1"
1512,false,"L0ISV6|L0ISV6_9MYCO",86.61803,7.80,7.80,7.80,7.80,2,741.4239,345.59277,645.76294,2,4.0,3.0,6.0,"Oxidation (M)",29842.176,"Short-chain alcohol dehydrogenase like protein OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_01417 PE=4 SV=1"
2182,true,"A0R636|A0R636_MYCS2",110.29249,19.09,10.91,19.09,19.09,2,,1193.7026,955.99805,2,1.0,2.0,4.0,"",12668.472,"Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_6411 PE=4 SV=1"
749,true,"A0R4H0|A0R4H0_MYCS2",341.3144,50.57,44.91,44.91,47.17,10,4399.1943,8313.099,5347.7754,10,10.0,14.0,11.0,"",28730.217,"29 kDa antigen Cfp29 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5830 PE=1 SV=1"
1712,true,"A0QYF9|A0QYF9_MYCS2",204.83028,20.00,20.00,0.00,15.38,4,1406.4382,,786.30756,4,3.0,,4.0,"",20944.643,"Transcriptional regulator, MerR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3644 PE=4 SV=1"
422,true,"A0A8B4R4B6|A0A8B4R4B6_MYCSM",323.87427,64.93,47.22,50.00,64.58,15,40485.44,42226.387,45808.363,15,16.0,20.0,31.0,"Oxidation (M); Carbamidomethylation",30814.994,"ATP phosphoribosyltransferase OS=Mycolicibacterium smegmatis OX=1772 GN=hisG PE=3 SV=1"
87,true,"A0QNE0|GYRB_MYCS2",538.31116,46.07,46.07,44.30,41.48,32,55448.56,57250.855,51869.72,14,89.0,78.0,81.0,"Oxidation (M); Carbamidomethylation",74512.2,"DNA gyrase subunit B OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=gyrB PE=1 SV=1"
600,true,"I7GGA0|I7GGA0_MYCS2",329.13763,23.92,17.61,23.92,20.43,12,9151.559,25500.2,7272.626,12,16.0,18.0,19.0,"Oxidation (M); Carbamidomethylation",66058.21,"2-isopropylmalate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=leuA PE=3 SV=1"
702,true,"A0A2U9PND3|A0A2U9PND3_MYCSE",291.9876,47.92,40.38,36.98,33.96,11,9676.299,12013.4,9113.816,11,13.0,15.0,12.0,"Oxidation (M)",28812.703,"Peptidase M52, hydrogen uptake protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_022460 PE=3 SV=1"
1362,true,"A0A653F9V2|A0A653F9V2_MYCSM",325.118,90.32,90.32,90.32,90.32,6,21885.137,29361.428,17976.51,6,20.0,19.0,15.0,"Oxidation (M)",6867.588,"Antitoxin OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_00801 PE=4 SV=1"
2094,true,"A0A8B4QZW0|A0A8B4QZW0_MYCSM",86.799355,13.75,0.00,13.75,0.00,2,,156.07558,,2,,2.0,,"",28543.822,"SAM-dependent methyltransferase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_03660 PE=4 SV=1"
164,false,"P45811|RS4_MYCBO",186.1917,14.93,14.93,13.93,13.93,3,12588.686,4738.3604,11656.759,3,9.0,11.0,10.0,"",23475.842,"30S ribosomal protein S4 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=rpsD PE=1 SV=3"
2142,true,"L0ISE9|L0ISE9_9MYCO",127.69774,8.56,8.56,0.00,4.53,2,699.7107,,,2,3.0,,1.0,"Oxidation (M)",43685.875,"Acyl-CoA dehydrogenase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_02094 PE=3 SV=1"
