Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-1_S1-B6_1_6595.d	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-2_S1-C6_1_6596.d	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-3_S1-D6_1_6597.d
A0A2U9PS40;A0A653FFJ6;A0QX49;I7GAM5	A0A2U9PS40;A0A653FFJ6;A0QX49;I7GAM5	A0A2U9PS40_MYCSE;A0A653FFJ6_MYCSM;A0QX49_MYCS2;I7GAM5_MYCS2	BIN_B_02575;D806_031310;MSMEG_3171;MSMEI_3090	Secreted protein	12007.2	12650.3	12550.4
A0A2U9PS43;A0A8B4R5V6;A0QYG0;I7G3A5;L0IW58	A0A2U9PS43;A0A8B4R5V6;A0QYG0;I7G3A5;L0IW58	A0A2U9PS43_MYCSE;A0A8B4R5V6_MYCSM;A0QYG0_MYCS2;I7G3A5_MYCS2;L0IW58_9MYCO	D806_036490;MSMEG_3645;MSMEI_3559;Mycsm_03263;NCTC7017_05250	BFN domain-containing protein	365453	369499	377078
A0A2U9PS47;A0A8B4R6R1;A0QYH0;I7GA58	A0A2U9PS47;A0A2U9PS54;A0A2U9PU39;A0A653FB62;A0A653FH73;A0A8B4R6R1;A0QYH0;A0QYH1;A0R0G7;I7FPU6;I7G3B3;I7GA58;L0ISR2;L0IY48;L0IYY8	A0A2U9PS47_MYCSE;A0A8B4R6R1_MYCSM;A0QYH0_MYCS2;I7GA58_MYCS2	D806_036580;MSMEG_3655;MSMEI_3568;yddA_3	ABC transporter, permease/ATP-binding protein	95044.1	90353.9	90124
A0A2U9PS49;A0QYD6;I7GBR7;O52473	O52473;A0A2U9PS49;A0QYD6;I7GBR7	A0A2U9PS49_MYCSE;A0QYD6_MYCS2;I7GBR7_MYCS2;O52473_MYCSM	D806_036260;ndh	NADH dehydrogenase	654829	637903	636196
A0A2U9PS55;A0A8B4R5X1;A0QYD5;I7FMR4	A0A2U9PS55;A0A8B4R5X1;A0QYD5;I7FMR4	A0A2U9PS55_MYCSE;A0A8B4R5X1_MYCSM;A0QYD5_MYCS2;I7FMR4_MYCS2	D806_036250;MSMEG_3620;MSMEI_3535;fgd_6	Luciferase-like domain-containing protein	971872	967213	993423
A0A2U9PS57;A0A653FFH5;A0QX68;I7GAP2	A0A2U9PS57;A0A653FFH5;A0QX68;I7GAP2	A0A2U9PS57_MYCSE;A0A653FFH5_MYCSM;A0QX68_MYCS2;I7GAP2_MYCS2	BIN_B_02555;D806_031510;MSMEG_3192;MSMEI_3110	Mycothiol-dependent maleylpyruvate isomerase metal-binding domain-containing protein	10933.7	13601.1	15100.8
A0A2U9PS62;A0A8B4R712;A0QYB0;I7GA10	A0A2U9PS62;A0A8B4R712;A0QYB0;I7GA10	A0A2U9PS62_MYCSE;A0A8B4R712_MYCSM;A0QYB0_MYCS2;I7GA10_MYCS2	D806_036030;MSMEG_3595;MSMEI_3513;NCTC7017_05298	Uncharacterized protein	57831.9	54517.7	52265.7
A0A2U9PS65;A0A8B4R5W4;A0QYE5;I7FMS2	A0A2U9PS65;A0A8B4R5W4;A0QYE5;I7FMS2	A0A2U9PS65_MYCSE;A0A8B4R5W4_MYCSM;A0QYE5_MYCS2;I7FMS2_MYCS2	D806_036350;MSMEG_3630;MSMEI_3545;blaI	Transcriptional repressor, CopY family protein	7448.52	5490.34	5879.09
A0A2U9PS67;A0A8B4R551;A0QYB6;I7FET4	A0A8B4R551;A0A2U9PS67;A0QYB6;I7FET4	A0A2U9PS67_MYCSE;A0A8B4R551_MYCSM;A0QYB6_MYCS2;I7FET4_MYCS2	D806_036070;MSMEG_3601;MSMEI_3517;rbsC_6	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	36662.8	29426.3	27938.6
A0A2U9PS68;A0A653FH91;A0QYJ2;I7FMV5	A0A2U9PS68;A0A653FH91;A0QYJ2;I7FMV5	A0A2U9PS68_MYCSE;A0A653FH91_MYCSM;A0QYJ2_MYCS2;I7FMV5_MYCS2	D806_036780;MSMEG_3677;pknF;pknF_3	non-specific serine/threonine protein kinase	48754.8	46435.1	47327.6
A0A2U9PS70;A0A8B4R3W3;A0QYJ5;I7GA78	A0A2U9PS70;A0A8B4R3W3;A0QYJ5;I7GA78	A0A2U9PS70_MYCSE;A0A8B4R3W3_MYCSM;A0QYJ5_MYCS2;I7GA78_MYCS2	D806_036810;MSMEG_3680;MSMEI_3593;NCTC7017_05216	PASTA domain-containing protein	5743.1	7860.75	6614.99
A0A2U9PS75;A0A653FGD9;A0QYC1;I7FET9	A0A2U9PS75;A0A653FGD9;A0QYC1;I7FET9	A0A2U9PS75_MYCSE;A0A653FGD9_MYCSM;A0QYC1_MYCS2;I7FET9_MYCS2	D806_036120;MSMEG_3606;MSMEI_3522;deoR_4	Transcriptional regulator	6934.81	7271.68	7249.27
A0A2U9PS82;A0A653FG63;A0QYK4;I7FF15	A0A2U9PS82;A0A653FG63;A0QYK4;I7FF15	A0A2U9PS82_MYCSE;A0A653FG63_MYCSM;A0QYK4_MYCS2;I7FF15_MYCS2	D806_036900;MSMEG_3689;MSMEI_3602;sglT_1	Sodium:solute symporter	399826	399007	395025
A0A2U9PS84;A0A8B4R4A0;A0QYG6;I7FMT6	A0A2U9PS84;A0A8B4R4A0;A0QYG6;I7FMT6	A0A2U9PS84_MYCSE;A0A8B4R4A0_MYCSM;A0QYG6_MYCS2;I7FMT6_MYCS2	D806_036550;MSMEG_3651;MSMEI_3565;NCTC7017_05244	Membrane associated protein	49781.1	49426.5	48373.3
A0A2U9PS88;A0A653FFE4;A0QX98;I7GAR9	A0A2U9PS88;A0A653FFE4;A0QX98;I7GAR9	A0A2U9PS88_MYCSE;A0A653FFE4_MYCSM;A0QX98_MYCS2;I7GAR9_MYCS2	lgt;lgt_2	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	33210.5	33995.5	33193
A0A2U9PS89;A0A8B4R6N1;A0QYL7;I7GBY4	A0A2U9PS89;A0A8B4R6N1;A0QYL7;I7GBY4	A0A2U9PS89_MYCSE;A0A8B4R6N1_MYCSM;A0QYL7_MYCS2;I7GBY4_MYCS2	D806_037010;MSMEG_3704;MSMEI_3616;hsdA_2	3-alpha-hydroxysteroid dehydrogenase	70915.2	66998.5	67954.2
A0A2U9PS97;A0QXA8;I7FDM6;Q9L8R7	A0A2U9PS97;A0QXA8;I7FDM6;Q9L8R7	A0A2U9PS97_MYCSE;A0QXA8_MYCS2;I7FDM6_MYCS2;Q9L8R7_MYCSM	D806_031920;MSMEG_3233;cydA	Cytochrome D ubiquinol oxidase subunit 1	145457	153420	160922
A0A2U9PS99;A0A8B4R408;A0QYF3;I7GA46	A0A2U9PS99;A0A8B4R408;A0QYF3;I7GA46	A0A2U9PS99_MYCSE;A0A8B4R408_MYCSM;A0QYF3_MYCS2;I7GA46_MYCS2	D806_036430;MSMEG_3638;MSMEI_3553;ytfL	CBS domain protein	19076.2	20396.3	21841.2
A0A2U9PSA2;A0A8B4R6N6;A0QYJ0;I7GA74	A0A2U9PSA2;A0A8B4R6N6;A0QYJ0;I7GA74	A0A2U9PSA2_MYCSE;A0A8B4R6N6_MYCSM;A0QYJ0_MYCS2;I7GA74_MYCS2	D806_036760;MSMEG_3675;MSMEI_3588;NCTC7017_05221	Metal-dependent hydrolase	2672.06	4116.02	3606.11
A0A2U9PSA4;A0A8B4R6V8;A0QYF2;I7FEX1	A0A2U9PSA4;A0A8B4R6V8;A0QYF2;I7FEX1	A0A2U9PSA4_MYCSE;A0A8B4R6V8_MYCSM;A0QYF2_MYCS2;I7FEX1_MYCS2	D806_036420;MSMEG_3637;MSMEI_3552;corC_2	CBS domain protein	63405.5	63424.3	65071.6
A0A2U9PSA5;A0A8B4R6C6;A0QYI9	A0A2U9PSA5;A0A8B4R6C6;A0QYI9	A0A2U9PSA5_MYCSE;A0A8B4R6C6_MYCSM;A0QYI9_MYCS2	D806_036750;MSMEG_3674;NCTC7017_05222	PASTA domain-containing protein	12980.9	14240.5	13569.9
A0A2U9PSA8;A0A8B4R3Y8;A0QYG4;I7GA55	A0A2U9PSA8;A0QYG4;I7GA55;A0A8B4R3Y8	A0A2U9PSA8_MYCSE;A0A8B4R3Y8_MYCSM;A0QYG4_MYCS2;I7GA55_MYCS2	D806_036530;MSMEG_3649;MSMEI_3563;NCTC7017_05246	DUF881 domain-containing protein	18353.6	16891.2	16627.6
A0A2U9PSB0;A0A8B4R6K3;A0QYN9;I7G3H1	A0A2U9PSB0;A0A8B4R6K3;A0QYN9;I7G3H1	A0A2U9PSB0_MYCSE;A0A8B4R6K3_MYCSM;A0QYN9_MYCS2;I7G3H1_MYCS2	D806_037210;MSMEG_3727;MSMEI_3639;NCTC7017_05177	Copper oxidase	12867.5	14353.5	12064.9
A0A2U9PSB4;A0A8B4R575;A0QYN8;I7GAC1	A0A2U9PSB4;A0A8B4R575;A0QYN8;I7GAC1	A0A2U9PSB4_MYCSE;A0A8B4R575_MYCSM;A0QYN8_MYCS2;I7GAC1_MYCS2	D806_037200;MSMEG_3726;MSMEI_3638;exaA	Alcohol dehydrogenase	24109.7	26118.7	27337
A0A2U9PSC1;A0A8B4R6J2;A0QYQ1;I7G3H9	A0A8B4R6J2;A0QYQ1;A0A2U9PSC1;I7G3H9;L0IXU0	A0A2U9PSC1_MYCSE;A0A8B4R6J2_MYCSM;A0QYQ1_MYCS2;I7G3H9_MYCS2	D806_037320;MSMEI_3650;rluB	Pseudouridine synthase	121529	118369	122536
A0A2U9PSC4;A0A8B4R564;A0QYQ0;I7GAD0	A0QYQ0;L0IWE8;A0A2U9PSC4;A0A8B4R564;I7GAD0	A0A2U9PSC4_MYCSE;A0A8B4R564_MYCSM;A0QYQ0_MYCS2;I7GAD0_MYCS2	cmk	Cytidylate kinase	134180	133375	130281
A0A2U9PSC8;A0A8B4R480;A0QYI7;I7FMV1	A0A2U9PSC8;A0A8B4R480;A0QYI7;I7FMV1	A0A2U9PSC8_MYCSE;A0A8B4R480_MYCSM;A0QYI7_MYCS2;I7FMV1_MYCS2	D806_036730;MSMEG_3671;MSMEI_3585;ybjJ	Integral membrane protein	12216.7	12821	10717.5
A0A2U9PSC9;A0A8B4R6I1;A0QYQ9;I7FN33	A0A2U9PSC9;A0A8B4R6I1;A0QYQ9;I7FN33	A0A2U9PSC9_MYCSE;A0A8B4R6I1_MYCSM;A0QYQ9_MYCS2;I7FN33_MYCS2	nadK;ppnK	NAD kinase	326643	321109	311502
A0A2U9PSD0;A0A8B4R5L3;I7GC18	A0A2U9PSD0;A0A8B4R5L3;I7GC18	A0A2U9PSD0_MYCSE;A0A8B4R5L3_MYCSM;I7GC18_MYCS2	MSMEI_3657;NCTC7017_05159;mctB	Copper transporter MctB	93759.2	94135.1	94774
A0A2U9PSD1;A0A8B4R695;A0QYM2;I7GBY9	A0A2U9PSD1;A0A8B4R695;A0QYM2;I7GBY9	A0A2U9PSD1_MYCSE;A0A8B4R695_MYCSM;A0QYM2_MYCS2;I7GBY9_MYCS2	D806_037060;MSMEG_3710;MSMEI_3621;yceJ	Cytochrome b561 family protein	2888.56	3498.98	2558.8
A0A2U9PSD2;A0A8B4R4H5;A0QYQ8;I7FF70	A0A2U9PSD2;A0A8B4R4H5;A0QYQ8;I7FF70	A0A2U9PSD2_MYCSE;A0A8B4R4H5_MYCSM;A0QYQ8_MYCS2;I7FF70_MYCS2	D806_037400;MSMEG_3748;MSMEI_3658;NCTC7017_05158	Thiamine pyrophosphokinase, catalytic domain protein	68780.6	71561.8	76659.7
A0A2U9PSD5;A0A653FNE6;I7G3I8	A0A2U9PSD5;A0A653FNE6;I7G3I8	A0A2U9PSD5_MYCSE;A0A653FNE6_MYCSM;I7G3I8_MYCS2	recN	DNA repair protein RecN	118136	112889	114649
A0A2U9PSD9;A0A8B4R5K2;A0QYR6;I7FF83	A0A2U9PSD9;A0A8B4R5K2;A0QYR6;I7FF83	A0A2U9PSD9_MYCSE;A0A8B4R5K2_MYCSM;A0QYR6_MYCS2;I7FF83_MYCS2	D806_037520;MSMEG_3760;MSMEI_3671;NCTC7017_05146	RNA polymerase subunit sigma-70	9955.73	7279.97	6887.68
A0A2U9PSE2;A0A653FH09;A0QYR7;I7GAF0	A0A2U9PSE2;A0A653FH09;A0QYR7;I7GAF0	A0A2U9PSE2_MYCSE;A0A653FH09_MYCSM;A0QYR7_MYCS2;I7GAF0_MYCS2	D806_037530;MSMEG_3761;MSMEI_3672;clpC1_1	Putative Clp protease subunit	36226.7	39720.4	36687.7
A0A2U9PSF5;A0A653FEL1;A0QXF3;I7GAV7	A0A2U9PSF5;A0A653FEL1;A0QXF3;I7GAV7	A0A2U9PSF5_MYCSE;A0A653FEL1_MYCSM;A0QXF3_MYCS2;I7GAV7_MYCS2	D806_032530;MSMEG_3280;MSMEI_3196;potD	Polyamine-binding lipoprotein	62292.8	63821.6	68675.7
A0A2U9PSF6;A0A8B4R530;A0QYS7;I7GAG3	A0A2U9PSF6;A0A8B4R530;A0QYS7;I7GAG3	A0A2U9PSF6_MYCSE;A0A8B4R530_MYCSM;A0QYS7_MYCS2;I7GAG3_MYCS2	argR	Arginine repressor	36508.4	35533.8	36763.8
A0A2U9PSF8;A0A8B4R5N5;A0QYL9;I7GAA1	A0A2U9PSF8;A0A8B4R5N5;A0QYL9;I7GAA1;L0IXH0	A0A2U9PSF8_MYCSE;A0A8B4R5N5_MYCSM;A0QYL9_MYCS2;I7GAA1_MYCS2	D806_037030;aceA;aceAb	isocitrate lyase	20055.2	20158.9	20031.4
A0A2U9PSF9;A0A8B4R4E6;A0QYT5;I7GAH2	A0A2U9PSF9;A0A8B4R4E6;A0QYT5;I7GAH2;Q5UFR3	A0A2U9PSF9_MYCSE;A0A8B4R4E6_MYCSM;A0QYT5_MYCS2;I7GAH2_MYCS2	D806_037720;MSMEG_3780;MSMEI_3692;NCTC7017_05125	Adenylate and Guanylate cyclase catalytic domain protein	10372.4	12824.5	12176.7
A0A2U9PSG0;A0A8B4R3M4;A0QYT8;I7GC47	A0A2U9PSG0;A0A8B4R3M4;A0QYT8;I7GC47	A0A2U9PSG0_MYCSE;A0A8B4R3M4_MYCSM;A0QYT8_MYCS2;I7GC47_MYCS2	D806_037750;MSMEG_3782;MSMEI_3695;tdcF	Endoribonuclease L-PSP, putative	115099	113117	114792
A0A2U9PSG1;A0A8B4R661;A0QYQ6;I7G3I3	A0A2U9PSG1;A0A8B4R661;A0QYQ6;I7G3I3	A0A2U9PSG1_MYCSE;A0A8B4R661_MYCSM;A0QYQ6_MYCS2;I7G3I3_MYCS2	D806_037370;MSMEG_3745;MSMEI_3655;nudF_2	MutT/nudix family protein	104563	102371	113558
A0A2U9PSG2;A0A8B4R6F1;A0QYT7;I7FN70	A0A2U9PSG2;A0A8B4R6F1;A0QYT7;I7FN70	A0A2U9PSG2_MYCSE;A0A8B4R6F1_MYCSM;A0QYT7_MYCS2;I7FN70_MYCS2	D806_037740;MSMEG_3783;NCTC7017_05123;fadE21	Acyl-CoA dehydrogenase	52602	51149	52172.5
A0A2U9PSG3;A0A8B4R4R0;A0QYQ5;I7GAD5	A0A2U9PSG3;A0A8B4R4R0;A0QYQ5;I7GAD5	A0A2U9PSG3_MYCSE;A0A8B4R4R0_MYCSM;A0QYQ5_MYCS2;I7GAD5_MYCS2	xerD;xerD_3	Tyrosine recombinase XerD	18513.8	13557.5	14963.5
A0A2U9PSG8;A0A653FGJ2;A0QYU5;I7GAI1	A0A653FGJ2;A0A2U9PSG8;A0QYU5;I7GAI1	A0A2U9PSG8_MYCSE;A0A653FGJ2_MYCSM;A0QYU5_MYCS2;I7GAI1_MYCS2	D806_037820;MSMEG_3790;MSMEI_3702;aviRb	RNA methyltransferase, TrmH family protein	7080.91	5677.65	4982.2
A0A2U9PSH9;A0A8B4R4C0;A0QYV6;I7GAJ1	A0A2U9PSH9;A0A8B4R4C0;A0QYV6;I7GAJ1	A0A2U9PSH9_MYCSE;A0A8B4R4C0_MYCSM;A0QYV6_MYCS2;I7GAJ1_MYCS2	D806_037920;MSMEG_3801;MSMEI_3712;NCTC7017_05105	CHAT domain-containing protein	7380.34	8897.44	8893.97
A0A2U9PSI0;A0A8B4R3K8;A0QYV9;I7GC66	A0A2U9PSI0;A0A8B4R3K8;A0QYV9;I7GC66	A0A2U9PSI0_MYCSE;A0A8B4R3K8_MYCSM;A0QYV9_MYCS2;I7GC66_MYCS2	D806_037950;MSMEG_3804;MSMEI_3715;pspA	Phage shock protein A (IM30)	73160.8	79584.8	63848
A0A2U9PSI1;A0A8B4R640;A0QYS3	A0A2U9PSI1;A0A8B4R640;A0QYS3;I7G3K0;L0IWC8	A0A2U9PSI1_MYCSE;A0A8B4R640_MYCSM;A0QYS3_MYCS2	D806_037590;MSMEG_3767;trsA_2	Acyl-CoA synthase	132495	133437	135031
A0A2U9PSI2;A0A8B4R6F8;A0QYS4	A0A2U9PSI2;A0A8B4R6F8;A0QYS4;I7FN52	A0A2U9PSI2_MYCSE;A0A8B4R6F8_MYCSM;A0QYS4_MYCS2	D806_037600;MSMEG_3768;NCTC7017_05137	Macrolide-transport ATP-binding protein abc transporter	58823.8	58478.8	57720.5
A0A2U9PSI5;A0A653FNE7;A0QYQ3;I7GC14	A0A2U9PSI5;A0A653FNE7;A0QYQ3;I7GC14	A0A2U9PSI5_MYCSE;A0A653FNE7_MYCSM;A0QYQ3_MYCS2;I7GC14_MYCS2	D806_037340;scpA;scpA_3	Segregation and condensation protein A	66212.5	60141.5	56100.4
A0A2U9PSI6;A0A653FH57;A0QYV7;I7G3M8	A0A2U9PSI6;A0A653FH57;A0QYV7;I7G3M8	A0A2U9PSI6_MYCSE;A0A653FH57_MYCSM;A0QYV7_MYCS2;I7G3M8_MYCS2	BIN_B_03127;D806_037930;MSMEG_3802;MSMEI_3713	Tetratricopeptide repeat family protein	7722.1	8547.44	6361.58
A0A2U9PSJ2;A0A653FH63;A0QYW7;I7G3N4	A0A2U9PSJ2;A0A653FH63;A0QYW7;I7G3N4	A0A2U9PSJ2_MYCSE;A0A653FH63_MYCSM;A0QYW7_MYCS2;I7G3N4_MYCS2	D806_038030;MSMEG_3812;MSMEI_3723;tesB_6	Acyl-CoA thioesterase	52202.4	55550.3	53327.3
A0A2U9PSJ8;A0A8B4R6D7;A0QYU3;I7GC51	A0A2U9PSJ8;A0A8B4R6D7;A0QYU3;I7GC51	A0A2U9PSJ8_MYCSE;A0A8B4R6D7_MYCSM;A0QYU3_MYCS2;I7GC51_MYCS2	D806_037800;MSMEI_3700;eda;eda_2	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase	9076.69	8818.72	8481.85
A0A2U9PSJ9;A0A653FEE1;A0QXK2;I7FDX1	A0A2U9PSJ9;A0A653FEE1;A0QXK2;I7FDX1	A0A2U9PSJ9_MYCSE;A0A653FEE1_MYCSM;A0QXK2_MYCS2;I7FDX1_MYCS2	D806_033030;MSMEG_3332;MSMEI_3247;tetR_2	Transcriptional regulator, TetR family protein	16586	14550.9	12655.6
A0A2U9PSK2;A0A8B4R5J1;A0QYS1;I7FF91;L0IZL0	A0A2U9PSK2;A0A8B4R5J1;A0QYS1;I7FF91;L0IZL0	A0A2U9PSK2_MYCSE;A0A8B4R5J1_MYCSM;A0QYS1_MYCS2;I7FF91_MYCS2;L0IZL0_9MYCO	D806_037570;MSMEG_3764;MSMEI_3676;Mycsm_03097;NCTC7017_05141	UPF0434 protein D806_037570	6673.82	5263.97	5598.41
A0A2U9PSK4;A0A8B4R606;A0QYV3;I7FN85	A0A2U9PSK4;A0A8B4R606;A0QYV3;I7FN85	A0A2U9PSK4_MYCSE;A0A8B4R606_MYCSM;A0QYV3_MYCS2;I7FN85_MYCS2	D806_037890;MSMEG_3798;MSMEI_3709;NCTC7017_05108	Uncharacterized protein	12449.3	12511.2	13695.2
A0A2U9PSK5;A0A8B4R6G9;A0QYR5;I7GC27	A0A2U9PSK5;A0A8B4R6G9;A0QYR5;I7GC27;Q93JZ2	A0A2U9PSK5_MYCSE;A0A8B4R6G9_MYCSM;A0QYR5_MYCS2;I7GC27_MYCS2	D806_037510;MSMEG_3759;MSMEI_3670;NCTC7017_05147	Putative 3-methyladenine DNA glycosylase	18114.9	15197.6	16907.6
A0A2U9PSL0;A0A8B4R4B2;A0QYW6;I7GAK0	A0A2U9PSL0;A0A8B4R4B2;A0QYW6;I7GAK0	A0A2U9PSL0_MYCSE;A0A8B4R4B2_MYCSM;A0QYW6_MYCS2;I7GAK0_MYCS2	D806_038020;MSMEG_3811;MSMEI_3722;NCTC7017_05095	Universal stress protein family protein, putative	1.96467e+06	1.90907e+06	1.84668e+06
A0A2U9PSL1;A0A8B4R3P3;A0QYS0;I7GC32	A0A2U9PSL1;A0A8B4R3P3;A0QYS0;I7GC32	A0A2U9PSL1_MYCSE;A0A8B4R3P3_MYCSM;A0QYS0_MYCS2;I7GC32_MYCS2	D806_037560;MSMEG_3765;MSMEI_3675;NCTC7017_05142	Transcriptional regulator	24143.1	23275.6	24814
A0A2U9PSL4;A0A653FIB8;A0QYZ9;I7GCA2	A0A2U9PSL4;A0A653FIB8;A0QYZ9;I7GCA2	A0A2U9PSL4_MYCSE;A0A653FIB8_MYCSM;A0QYZ9_MYCS2;I7GCA2_MYCS2	BIN_B_03170;D806_038360;MSMEG_3846;MSMEI_3756	Phosphotransferase enzyme family protein	5639.18	6935.07	6321.31
A0A2U9PSL9;A0A8B4R6B6;A0QYW4;I7GC70	A0A2U9PSL9;A0A8B4R6B6;A0QYW4;I7GC70;L0IYI0	A0A2U9PSL9_MYCSE;A0A8B4R6B6_MYCSM;A0QYW4_MYCS2;I7GC70_MYCS2	uvrA;uvrA_3	UvrABC system protein A	140438	141047	136749
A0A2U9PSM0;A0A653FH89;A0QYZ7	A0A2U9PSM0;A0A653FH89;A0QYZ7	A0A2U9PSM0_MYCSE;A0A653FH89_MYCSM;A0QYZ7_MYCS2	BIN_B_03168;D806_038340;MSMEG_3844	Lipid-transfer protein	32106.9	28185.3	29802.4
A0A2U9PSM1;A0A8B4R3Y3;A0QYU0;I7GAH7	A0A2U9PSM1;A0A8B4R3Y3;A0QYU0;I7GAH7	A0A2U9PSM1_MYCSE;A0A8B4R3Y3_MYCSM;A0QYU0_MYCS2;I7GAH7_MYCS2	D806_037770;MSMEG_3785;MSMEI_3697;iolC_3	PfkB-family protein carbohydrate kinase	32810.3	33371.6	32184.7
A0A2U9PSN0;A0A8B4R4V4;A0QZ08;I7G3R2	A0A2U9PSN0;A0A8B4R4V4;A0QZ08;I7G3R2	A0A2U9PSN0_MYCSE;A0A8B4R4V4_MYCSM;A0QZ08_MYCS2;I7G3R2_MYCS2	D806_038440;MSMEG_3855;MSMEI_3764;NCTC7017_05053	Lipoprotein	114858	109360	102457
A0A2U9PSN3;A0A653FGH7;A0QYY4;I7FNB6	A0A2U9PSN3;A0A653FGH7;A0QYY4;I7FNB6	A0A2U9PSN3_MYCSE;A0A653FGH7_MYCSM;A0QYY4_MYCS2;I7FNB6_MYCS2	D806_038200;MSMEG_3830;MSMEI_3740;fabG_49	3-oxoacyl-[acyl-carrier-protein] reductase	16019	14228.9	13325.7
A0A2U9PSN7;A0A653FGM3;A0QYU4;I7FFC4	A0A2U9PSN7;A0A653FGM3;A0QYU4;I7FFC4	A0A2U9PSN7_MYCSE;A0A653FGM3_MYCSM;A0QYU4_MYCS2;I7FFC4_MYCS2	D806_037810;MSMEG_3789;MSMEI_3701;ygbN_2	Inner membrane permease YgbN	22900.3	22850.6	22051.5
A0A2U9PSP2	A0A2U9PSP2	A0A2U9PSP2_MYCSE	D806_037860	Recombinase RecA	10774	10359.2	11966.4
A0A2U9PSP5;A0A653FGT1;A0QZ28;I7FNG3	A0A2U9PSP5;A0A653FGT1;A0QZ28;I7FNG3	A0A2U9PSP5_MYCSE;A0A653FGT1_MYCSM;A0QZ28_MYCS2;I7FNG3_MYCS2	BIN_B_03199;D806_038660;MSMEG_3876;MSMEI_3785	Phosphotransferase enzyme family protein, putative	6763.51	5924.21	5998.87
A0A2U9PSQ1;A0A653FGS5;A0QZ26;I7GAQ9	A0A653FGS5;A0QZ26;I7GAQ9;A0A2U9PSQ1	A0A2U9PSQ1_MYCSE;A0A653FGS5_MYCSM;A0QZ26_MYCS2;I7GAQ9_MYCS2	D806_038640;MSMEG_3873;cobI;cobIJ	Cobalamin biosynthesis protein cobIJ	83152.5	81671.2	80153.5
A0A2U9PSQ6;A0A8B4R5E3;A0QYW5	A0A2U9PSQ6;A0A8B4R5E3;A0QYW5;I7FFF0	A0A2U9PSQ6_MYCSE;A0A8B4R5E3_MYCSM;A0QYW5_MYCS2	D806_038010;MSMEG_3810;NCTC7017_05096	Hydrolase	191145	175360	173830
A0A2U9PSR1;A0A653FI47;I7FFF6	A0A2U9PSR1;A0A653FI47;A0QYX0;I7FFF6;L0IXM2	A0A2U9PSR1_MYCSE;A0A653FI47_MYCSM;I7FFF6_MYCS2	uvrB	UvrABC system protein B	97979.1	98304.8	98083.3
A0A2U9PSR2	A0A2U9PSR2;A0A653FGT6;A0QZ36;I7GAS0	A0A2U9PSR2_MYCSE	D806_038740	5'-3' exonuclease	62409.3	62634.3	61446
A0A2U9PSR3;A0A653FGK7;A0QZ14;I7GCB4	A0A2U9PSR3;A0A653FGK7;A0QZ14;I7GCB4	A0A2U9PSR3_MYCSE;A0A653FGK7_MYCSM;A0QZ14_MYCS2;I7GCB4_MYCS2	D806_038500;MSMEG_3861;MSMEI_3771;nfdA_3	Amidohydrolase 3	48104.4	49076.7	48926.8
A0A2U9PSR4;A0A8B4R583;A0QZ25;I7FFM6	A0A2U9PSR4;A0A8B4R583;A0QZ25;I7FFM6	A0A2U9PSR4_MYCSE;A0A8B4R583_MYCSM;A0QZ25_MYCS2;I7FFM6_MYCS2	D806_038630;MSMEG_3872;cobH	Precorrin-8X methylmutase	40017.3	39991.5	42257.5
A0A2U9PSR7;A0A8B4R5D3;A0QYX6	A0A2U9PSR7;A0A8B4R5D3;A0QYX6;I7FFG1	A0A2U9PSR7_MYCSE;A0A8B4R5D3_MYCSM;A0QYX6_MYCS2	D806_038120;MSMEG_3822;lutR_10	Regulatory protein GntR, HTH	13722.9	14283.2	15288.2
A0A2U9PSR8;A0A8B4R658;A0QZ15;I7FFL4	A0A2U9PSR8;A0A8B4R658;A0QZ15;I7FFL4	A0A2U9PSR8_MYCSE;A0A8B4R658_MYCSM;A0QZ15_MYCS2;I7FFL4_MYCS2	D806_038510;MSMEG_3862;MSMEI_3772;NCTC7017_05046	FxsA cytoplasmic membrane protein	22465.2	20810.6	19371.3
A0A2U9PSR9;A0A8B4R629;A0QXN6;I7FE17	A0A2U9PSR9;A0A8B4R629;A0QXN6;I7FE17	A0A2U9PSR9_MYCSE;A0A8B4R629_MYCSM;A0QXN6_MYCS2;I7FE17_MYCS2	D806_033730;MSMEG_3367;MSMEI_3287;fabG_57	Short-chain dehydrogenase/reductase SDR	13932.5	11633	14570.6
A0A2U9PSS0;A0A8B4R3U0;A0QYZ1;I7GAM6	A0A2U9PSS0;A0A8B4R3U0;A0QYZ1;I7GAM6	A0A2U9PSS0_MYCSE;A0A8B4R3U0_MYCSM;A0QYZ1_MYCS2;I7GAM6_MYCS2	D806_038280;MSMEG_3837;MSMEI_3748;NCTC7017_05069	Threonine/serine exporter-like N-terminal domain-containing protein	15481.8	12914.3	13277.5
